keyword
Checkmarx
Chef
Chrome DevTools
CICD
CISA
Cisco
CISM
CISSP
Claude
Claude Code
ClickHouse
Cloud Storage
Cloudera
Cloudflare
CloudFormation
CloudFront
CMDB
CMS
co najmniej podstawow¹ znajomoci¹ zasad konsolidacji sprawozdañ finansowych oraz MSSF
COBOL
CodeceptJS
Composer
Computer Vision
Confluence
Container Apps
containerization
Coroutines
Cosmos DB
Coupa
Crystal Reports
CSS3
Cucumber
Cucumber.js
Cursor
CybelAngel
CYBERSECURITY
Cypress
Dagger
Dagster
Dart
Data Architecture
Data Factory
Data Lake
data mesh
Data Modelling
Data Science
Databases
Delphi
Delta Lake
DevSecOps
Django
DLP
DMA
DNS
Docker
Document Understanding
DPDK
Drupal
DynamoDB
Dynatrace
EF Core
Elasticache
ELK
ELK Stack
Embedding
EMR
Enterprise Architect
Entity Framework
Entra ID
ERP
ESB
Espresso
Ethernet
event-driven architecture
Express
Ferryt
FHIR
FigJam
Figma
File Systems
Firebase
Firebird
Firewall
Firmware
Flask
Flink
Flutter
Flux
Flux CD
FreeRTOS
Freshdesk
Gatling
Gen AI
GenAI
Generative AI
Geopandas
Gerrit
Gherkin
Ghidra
GIS
GitHub Copilot
GitLab CI/CD
GitOps
GoldenGate
Google Ads
Google Analytics
Google BigQuery
Google Cloud Platform
Google Kubernetes Engine
Google Tag Manager
Gradle
Grafana
Graphana
Groovy
Group Policy
gRPC
HA/DR
Hadoop
HAProxy
Harbor
HBase
Hibernate
Hilt
Hive
hurtownia danych
I2C
IaC
IAM
IBM MQ
IBM SCCD
Iceberg
IDoc
IDS/IPS
IIS
Informatica PowerCenter
IntelliJ
IoT
IPv6
ISTQB
ITBM
ITIL
ITOM
ITSM
J2EE
Jasmine
JBoss Application Ser
Jenkins
Jest
JetPack Compose
JPA
JS
JUnit 5
JVM
JWT
Kafka
Kali Linux
Kantar Xtel
KDB
Keras
Kibana
Kinesis
Kotlin
Kotlin Multiplatform
Kubeflow
Kubernetes
KVM
Lambda
LAN
Laravel
Laravel Filament 4+
LDAP
Less
LIMS
Linux
Liquibase
LlamaIndex
LLM
LLMs
LoadRunner
Locust
Logstash
Loki
Looker
M365
Machine Learning
Magento
MariaDB
Material Design
Material UI
matplotlib
Maven
MCSE
MDX
MES
Meta Ads
Metasploit
Microsoft
Microsoft Defender
Microsoft Dynamics
Microsoft Excel
Microsoft Fabric
Microsoft Office
Microsoft Power BI
Microsoft Project
Microsoft Sentinel
Microsoft SQL Server
Mikroserwisy
Mimikatz
MinIO
MISP
Mixpanel
ML
MLOps
MobX
Mockito
Mockserver
Modele uczenia g³êbokiego
Mongo DB
MongoDB
MQ
MQTT
MS DYNAMICS
MS Office
MS Project
MS SQL
MS Visio
Mule ESB
Mural
MyBatis
MySQL
Nagios
Natural Language Processing
Nessus
Networking
Nexus
NiFi
NIST
NLP
Node.js
Notion
OAuth
OAuth2
Objective-C
OData
Office 365
Okta
OneDrive
OpenAI
OpenAPI
OpenCV
OpenSearch
OpenShift
Oracle
Oracle Application Express
Oracle Databases
OSPF
OutSystems
OWASP
OWASP ZAP
PAM
Parquet
PEGA
Pendo
Perforce
Perl
PHP
PHPStorm
Pimcore
PL/pgSQL
PL/SQL
Playwright
PMP
Podman
Poetry
PostGIS
Power Apps
Power Automate
Power BI
Power Pivot
Power Platform
Power Query
Power Shell
PowerBI
PowerPoint
praktyka w negocjacjach handlowych
Prefect
PrestaShop
Project Management
Prometheus
Protobuf
Pub/Sub
Pulsar
Pulumi
Puppet
PuTTY
PWA
PyCharm
PySpark
QGIS
QlikSense
QlikView
qTest
R
RAG
RDBMS
RDP
RDS
React Native
React Native (Expo
React Testing Library
React.js
ReactJS
ReadyAPI
Recorded Future
Red Hat
RedHat
Redis
RedMine
RegEx
Relational Databases
RestAPI
RESTful
Retrofit
RFC
Robot Framework
Room
ROS
Routery
Routing
RPA
Ruby
Ruby on Rails
Rust
S/4HANA
S3
SaaS
SailPoint
Salesforce
SAML
SAP
SAP ABAP
SAP Authorizations management processes
SAP Business Objects
SAP BW
SAP CO
SAP DRC
SAP ECC
SAP ERP
SAP FI
SAP FI/CO
SAP HANA
SAP LE
SAP MM
SAP S/4HANA
SAP SD
SAP WM
SAPUI5
SAS
SASS
SCSS
Selenium
Selenium IDE
SEMrush
Sentry
Service Catalog
ServiceNow
SharePoint Online
Shodan
Shopify
Simulink
Single Sign-On
Sketch
Snowflake Data Cloud
SOA
SOAP API
SOC
Solace
Sonar
SOQL
Spark ML
Sparx Enterprise Architect
Specflow
SPI
Splunk
Spock
Spring
Spring Boot
Spring Cloud
Spring Framework
Spring WebFlux
SpringBoot
SQL
SQL Server
SQLite
SQS
SSH
SSIS
SSO
SSRS
STL
STM32
STRAPI
Svelte
SVG
SVN
Swagger
Swift
SwiftUI
Switch
Sybase
Sylius
Symfony
Tableau
Tabular Editor
Tailwind CSS
TailwindCSS
Talend
TDD
TeamCity
Teams
Teradata
Terraform
TestNG
TestRail
ThreatConnect
Three.js
TimescaleDB
TOGAF
Tomcat
Transformers
Trello
UART
Ubiquiti
Ubuntu
UML
UniFlow
Unit Testing
Unity 3D
Unity Catalog
Unreal Engine
URLScan.io
UX/UI
VB.NET
VBA
Virtual Network
Visio
Visual Studio
Visual Studio Code
Visualfabriq
Vite
Vitest
VLAN
VoiceOver
VoIP
VS Code
vSphere
Vue
Vue.js
WAN
Waterfall
WCAG
WCF
Web Service
Web Services
WebDriver
WebSocket
Wi-Fi
Windchill
Windows
Windows 10/11
Windows PowerShell
WinForms
Wireshark
WLAN
Workflow
WPF
X++
X-Ray
XML
XSD
XSLT
Xunit
YARA
Zabbix
ZeroFox
.NET 10 SDK
.NET 6/8
.NET 8+
.NET 9
.NET 9/10
.NET API/MVC
.NET MAUI
2. Databases and ORM
21 CFR 11
3GPP
3GPP LTE/NR protocols
5S
`certyfikat TOGAF
a
a nie ekspercka znajomoæ wszystkiego
Ab Initio
ABAP ADT
ABAP Objects
ABAP OO
ABAP/4
aby w razie potrzeby
ACA
Access
ACI Field Engineer
ACL
Action1
Active Directory (AD
Active Directory + GPO
ActiveCollab
ADB
ADLS Gen2
Adobe
Adobe Analytics
Adobe CC
Adobe Commerce
Adobe Creative Suite
Adobe Experience Manager
Adobe Experience Manager (AEM
Adobe Forms
Adobe Illustrator / Photoshop
Adobe Premiere
AdobeForms
Adonis
AdTech
Adyen
Aeron
Aerospike
AES
Affinity Designer
Affinity Photo
AFT (Automated Test Framework)??
After Effects
Agentforce
Agentic Architectures
Agile (Scrum i SAFe
Agile Methodology
Agile/Scrum
Agilê PM
Aglie
Agno
Ahrefs
AI / LLM
AI Center
AI Governance
AI technologies for process automation
AI/ML in ERP
Aircrack-ng
AirWatch
AJAX
Akamai
Akeneo
Akita
Akka
AKS
Alerta
Alfresco
Algorytmy ML
Algorytmy uczenia maszynowego
Alibaba
AlloyDB
Allure TestOps
ALM Toolkit
Altium Designer
ALV
Always On
Amazon Aurora
Amazon Bedrock
Amazon SageMaker
Amazon Web Services (AWS
Amazon Web Services or Microsoft Azure
Amazon)
AML
AML / compliance domain
AML/KYC
AMS
Analiza biznesowa
analiza systemowa
Analog and RF measurement
Analysis
Analytics
Anaplan
Anchore
Android Debug
Android Emulator
Android Jetpack
Android Open Source Project
Android SDK Jetpack
Android Views
Angielski
Angular 15
Angular 8+
Angular CDK
Angular Material
AngularJS
Ansible Automation Platform
Ansible Automation Platform (AAP
Ant
Ant Design
Anthos
AnyDesk
AOSP
AP S 4/Hana FI
Apache ActiveMQ
Apache Commons
Apache ECharts
Apache Flink
Apache Hadoop
Apache Hadoop ecosystem
Apache Iceberg
Apache Ignite
Apache Kafka i
Apache Maven
Apache PULSAR
Apache Sling
Apache Spark (PySpark
Apache Spark on Azure Databricks
Apache Superset
Apache Web Server
API (REST/SOAP
API connector security
API Platform
API REST
API test automation
API testing
Apigee
ApigeeX
Aplikacje Web
aplikacje webowe
APO
APO PP/DS
Apollo
App Center
App Store Connect
App-V
Appian
AppKit
Application Gateway
Application Insights
Application inventory
Application Security
AppSync
AppSync GraphQL
Apptio
AQL
ArcGIS
ArcGIS Pro
ArcGIS Server
Architecture
Architektura IT
architektura mikroserwisowa
Architektura MVC
Architektura pluginowa
Architektura sieci komórkowych
ArcPy
Argo
Argo CD
Ariba
Aris
Aris Architect
Arista Networking
ARM/Bicep
Artifactory Xray
Aruba WIF
Arvo
AS400
Asana
ASP.NET Core MVC
ASP.NET Core Web API
ASP.NET Core/MVC
ASP.NET MVC
ASP.NET Web API
ASP.NET Web Forms
Assembla
Assembly
AssertJ
AsyncAPI
Asynchronicity
Athena
Atlas
Atlassian Confluence
Atlassian JIRA
Atlassian stack
Attention t
Attention to
Audio
Audit-ready documentation
Audyt
audyt bezpieczeñstwa
Aurora
Auth0
authentication systems
AutoGen
Automate Now
Automated tests
Automaten
AutomatenNow
AutomateNow
Automation Anywhere
Automatyzacja testów (testy jednostkowe
Automic
automotive
AUTOSAR
Autosys
Autotools
AV
Avalog
Avalonia
Avamar
Avaya
Aviation
AVRO
AWC
AWR
AWS (S3
AWS API Gateway
AWS CDK
AWS EC2
AWS EKS
AWS IAM
AWS MQ
AWS SageMaker
AWS Security Tools
AWS Serverless
AWS Step Functions
AWS/Azure
AWS/Azure/GCP
AWS: Lambda
AWT
Axence
AZ-104
AZ-305
AZ-400
AZ-700
Azure - Identity & Access Management
Azure AD / Microsoft Entra ID
Azure AD B2C
Azure ADF
Azure AI Foundry
Azure AI Search
Azure API Management
Azure Backup
Azure Backups
Azure Bicep
Azure Blob Storage
Azure CLI
Azure Container Apps
Azure Data
Azure Data Explorer
Azure Data Lake
Azure Data Stack
Azure Databricks Service
Azure DevOps and fully automated CI/CD pipelines with Databricks Asset Bundles
Azure DevOps Test Plans
Azure DWH
Azure Entra ID
Azure Event Hub
Azure Event Hubs
Azure Fabric
Azure Firewall
Azure Function
Azure IoT Hub
Azure Kubernetes Service
Azure Lighthouse
Azure Logic Apps
Azure Machine Learning
Azure Machine Learning Studio
Azure ML
Azure OpenAI
Azure PaaS
Azure Platform
Azure Portal
Azure Purview
Azure Service Bus
Azure Site Recovery
Azure Speech Services
Azure SQL Database
Azure Storage
Azure Stream Analytics
Azure Virtual Desktop
Azure vWAN
Azure/ AWS
AzureAI
AzureDevops
AzureML
b
Babel
Back-end
Backbone.js
Backend
Backlog management
Backstage
BACKSTAGE.IO
Backup
Backup&Disaster Recovery
BADI
BADIs
Balsamiq
banking domain
BAPI
Baramundi
Bardzo dobra znajomoæ MS Office (Excel
Bardzo dobra znajomoæ polskich przepisów ksiêgowych i podatkowych
Bardzo dobre zdolnoci organizacyjne i komunikacyjne
Barracuda
Basecamp
Basel
Baselinker
Bash/Shell
Bash/Unix
Bazel
BCBS239
bccm
BeEF
BERT
Bezpieczeñstwo i architektura systemów
BI Publisher
BIB
Biceps
Big Query
BigPicture
Bill of Materials
BIM
Bitbacket
Bitrix24
Bizagi
Bizagi BPM Modeler
BlackLine
Blazent
Blender 3D
BLoC
BloodHound
Blue Prism
Bluecat
Blueprints
Bluetooth Low Energy
BMC Helix
BMC Helix platform
BMC Remedy
BMPN
BMS
BOM Management
Bonds
Bootloader
Botify
BPM
BPMS
brak
Branch office Network
BRICS
Broadcom
Brocade
Bruno
BSP
BTP
Burp suit
Business Analyses
Business Analysis
business analyst
Business Architecture
Business Central
C#.NET
C++ 11/14
C/AL
C4
CAD
Cain & Abel
CakePHP
CALM
Calypso
Camel
CameraX
Campaign management tool
Campaign management tools
Campaigns
Camunda BPM 7
Camunda Modeler
camunda7
camunda8
CAN
Canvas
Capacitor
CCNA
CCNP
CCNP Data Center
CCPA
CCSDS
CCSK
CCSP
CDA
CDC
CDC / Data Replication
CDS
CDS Views
Cechuje siê analitycznym sposobem mylenia
CEH
Celonis
centralny system kopii zapasowych i odtwarzania
Centreon
Certyfikaty OpenText / Documentum
Certyfikaty SAP S/4HANA
Cesium
CFT
Change Framework
Change Management
character creator 4
Charles
ChaRM
Chart.js
Check Point
Checkmate
CheckMK
Chmura Azure
Chmura Google
Chmura: AWS lub Azure
Chroma
CI
CI/CD pipelines
CI/CD Security
CI/CD Tools
CICS
CICS/MQ
Cisco ACI infrastructure
Cisco Catalyst
Cisco Duo
Cisco ISE
Cisco MDS SAN
Cisco Meraki
Cisco Nexus Dashboard
Citrix
Citrix / Netscaler
Citrix Certified Professional or Expert  Virtualization
Citrix Client
Citrix Cloud
Citrix Cloud Certified (CC-VAD-CC
Citrix DaaS
Citrix Director
Citrix NetScaler
Citrix policies
Citrix security analytics
Citrix Studio
Citrix Virtual Apps and Desktops
Citrix WEM
Citus
Claim Center
Classic ASP
Classification
Clean Architecture
Clean Code
clean room solutions
CLI
ClickUp
ClickUP/ backlog
Closing Cockpit
Cloud (Azure
Cloud (GCP / Azure / AWS
Cloud Composer
Cloud Computing
Cloud Dataflow
Cloud Dataproc
Cloud Foundry
Cloud Functions
Cloud Identity Providers
cloud infrastructure deployments
Cloud Integration
Cloud KMS
Cloud Meraki
Cloud Run
Cloud Security
Cloud SQL
cloud watch
Cloudera Hadoop stack
CloudGenix
CloudOps
CloudWatch
CMS Joomla
CMS Magnolia
CO
Codebeamer
CodeIgniter
Coderabbit
CognigyAI
Cognitive Services
Cognito
Collibra
Columnstore Indexes
COM/COM+
Comach Optima
Comarch ERP
Comarch ERP Optima
Comarch XL
Comarch XL lub Optima
Comarche
Combine
Compass
Compiler
compose
Compose MultiPlatform
Concourse
Console NPS
Consul
Contact Center
Contact Manager
ContainerApp
Content przez treæ AI
Context Engineering
Continuous Integration
Control-M
Copilot for Security
Core
Core Connectors
Core Impact
Corel
corel draw
Couchbase
CPI
CPU
CQRS
CRAMM
Crashlytics
Creo
CrewAI
CRM
CRM platforms
CRTO
CSDM
CSiRT
CSM
CSPM
CSS / SASS
CSS/SCSS
CSV
CTRLM
CubeIDE
Cubesat
CUDA
CUDNN
cUrl
CyberArk
Cyberbezpieczeñstwo
Cypher
Cypres
CypressJS
Czujniki przeciwpo¿arowe
D3
D3.js
Danis
Dapper
DAPR
Data analyses
Data Analysis
Data and process modeling tools
Data Binding
Data Center Infrastructure
Data Center Nexus infra
Data Contracts
Data Distribution Service
data engineering
Data Flow
Data Governance
Data Integration
Data Lake Architecture
Data Lake Gen2
DATA LAKES
Data lineage
Data Loader
Data Loss Prevention
data modeling
Data Platforms
data privacy
Data Quality
data recovery development
DATA TESTING
Data Valut
Data Vault
Data verse
data visualization
Data Warehouse
Data+
Databricks Apps
Dataflow
Dataform
DataLayer
Dataproc
Datasphere
DataStage
Datastore
Datastream
Dataverse
DatoCMS
DAX
DAX Studio
DBATools
DBMS_ASSERT
dbt cloud
DDD
DDS
Debezium
Debezium / Kafka
Debian
Decision Support
Deep Learning
Deepcrawl
Defender for Endpoint
Delinea
Dell
Dell AI Factory
DELL EMC PowerMax
Delphi7
Delta
Demand Planning
Demandware Script
Demantra
Derivatives
design and development of web applications in Java
Design Thinking
Detectron
Detektory
Devexpress
DevOps / GitOps
DevTools
DEX Pack
DHCP
DI Studio
DialofFlow CX
DICOM
Dify
Digital Signage
Digital.ai
Discovery
Disruptor
Distributed SQL
DMN
DNP3
dobra znajomoæ pakietu MS Office oraz AutoCad
dobrze organizuje pracê i potrafi pracowaæ z wieloma zadaniami naraz
DOCERK
Docker / Kubernetes
Docker Compose
Docker containers
Docker/K8s/Nomad
Docker/Kubernetes
Doctrine DBAL
Doctrine ORM
Document Management
DocuShare
dokumentacji projektowej
Dok³adno
dok³adnoæ
Dok³adnoæ i odpowiedzialnoæ
DomainTools
Domino
DORA
dowiadczenie w pracy w biurze rachunkowym (czyli multitasking level hard
Dowiadczenie w realizacji projektów z obszaru bankowoci mobilnej
Dowiadczenie z migracj¹ danych lub wdro¿eniami nowych funkcjonalnoci ERP
DP-300
DPA
Driud
Drools
DRP
DRS
DTB
DuckDB
DVC
DWH
Dynamics 365
Dynamics 365 F&O
Dynamics 365 FnO
Dynamics 365 Sales
Dynamics AX
Dynamics CRM
Dynamics D365
dystrybutorzy
e-Commerce lub projektach sprzeda¿owych
E-commerce system
E-Mail Spam
e-mobility
e.g
E2E
EA Architect
Eagle
eazyBI
EBA Oracle
EBIOS
EC2
ECAD
Echo
Eclipse
ECS
EDB
EDI
EDICOM e-Invoicing
EDR
EDR/XDR
EF
EG
EGS-CC
EJB
Ekahau
EKS
Elastic
Elastic Stack
Elasticearch
Elasticsearch (vector
Elastiflow
Elavon
Elixir
ELK/EFK
Eloqua
ELT
embedded C/C++
embedded Linux
Embedded Systems
Ember
EML
Endpoint Protection
Energy Logserver
English
English - B2
Enterprise Architekt
Enterprise Content Management (ECM
Enterprise Guide
Enterprise monitoring tools
Enterprise Technology Register / CMDB-related tools
Entiti Framework
Entra
Entra AD
EntraID
Enzyme
Equities
ERP IFS
ERP Impuls EVO
ERP systems
ERP XL
Erwin
ES6
ESET
ESET PROTECT
ESP32
ESP32 or STM32 or nRF
ESX Server
ETIM Mapper
ETL Pipelines
ETL/ELT
ETM.next
Ettercap
EU Annex 11 compiance
EuroElixir
Event
Event Hub
Event Sourcing
Event Storming
Event-Driven Automation
Evidently AI
EVPN
Excel
Exchange
Exchange Online
Exchange Server
Executive Communication
Exim
Eximee
EXINO
Express Elixir
ExpressRoute
Extreme Networks
EZD
EZD RP
F5
F5 BIG-IP
Fabric
Facebook Ads
Falcon
Fastify
Fastly
FCT
Feature Store
FI
FICO
Fiddler
Field Service
file shares
FileAid
Filebeat
Finanse
FinOps
FinTech
Firebas
Firebase Analytics
Firebase Crashlytics
Firebase libs
Firebase Test Lab
firewall klasy UTM
firewall/NGFW
firewalle
Firewalls
FitNesse
Fivetran HVR
FIX Dictionary
FIX Protocol
FlatSat testbeds
Flexera Data Platform
Flexera Snow
FlexeraOne
Flexeras DataPlatform
FlexNet Manager Suite
FlexNetManagerSuite
Flow
Flow Designer
Fluentd
Flutter SDK
FluxCD
Flyway
FMEA
Forex
ForgeRock
Forms
FortiAnalyzer
Fortinet WIF
FOSSA
Framer Website Builder
Framework
Framework AI/ ML
Framework MVC
framework webowy
Framework Yii
frameworki bezpieczeñstwa
Front-End
FSLogix
FTP
FTPS
Fullstack
FullStory
Function Modules
FX
GA4
Gantt
Gateway
Gazebo
GCC
GCD
GCP / Openshift
GCP Big Query
GCP BigQuery
GDAL
GDPR
Gemini
GenerativeAI
Genetec
GeoServer
German
GHS
Gigabit Ethernet
Gimp
Gin
Git STL
GIT  podstawowa znajomoæ systemu kontroli wersji
GitFlow
GitHub Action
GitHub Copilot/AI tools
GitHub Enterprise
GitHub VCS
GitLabYoutrack
GKE
GlassFish
Glue
GMOB
GMP
GNSS
GNU
Google Ad Manager
Google Analytic
Google Analytics (GA4
Google Analytics 4
Google Big Query
Google Cloud
Google Cloud Storage
Google Dataflow
Google Guava
Google Marketing Platform
Google Pay SDK
Google Play
Google Play Developer Console
Google Play SDK
Google Protocol Buffers
Google Search Console
Google Sheets
gotowoæ
GPC
GPEN
GPFS
GPO
GPT
GPU acceleration for AI
Grafama
Grafana Loki
GraffitiBuilder
Grafy wiedzy / Neo4j
Grape
Graph API
Graph Theory
Graphic Design
Gravitee
Graylog
GRC
Great Expectations
GreyNoise
Groovy Script
Gsap
GSL
GStreamer
Guidewire
Guidewire ClaimCenter 10
Guidwire
GWT
GxP
GXPN
H323
HA cluster
HA Hyper-V
HANA
Handlebars
Hanwha
hapi
Hardware and cloud-native networking
Hashicorp Vault
HCI
HDFS
Heap
Heap Analytics
Helix
Helm charts
help-desk
Heroku
Hexagonal Architecture
HeyGen
Hibernate/JPA
Hierarchical Profiler
High level of customer s
High Performance Computing (HPC
Highcharts
Hikvision
Hitachi
Hitachi HNAS
Hitachi Storage
Hive SQL
HL7
HL7 CDA
HL7 FHIR
HL7/IHE
HLS
HMI
Hotjar / Clarity
HP
HP 3par
HP ALM
HPE Aruba
HPSM
HR
HRSD
HSM
HTML 5
HTML/CSS
HTML5
HTML5 / CSS3
Hudi
HudsonRock
Hugging Face
Hugging Face Transformers
HuggingFace
Human Interface Guidelines
Hybrid Active Directory
Hybrid Cloud
Hypatos
Hyperconverged Infrastructure
Hyva Checkout
Hyva Thems
IaaS
IAM / RBAC
IBM
IBM Cloud MQ
IBM Cognos
IBM Connections
IBM Data Architect
IBM DB2
IBM Flow Manager
IBM I5
IBM Infosphere Data Stage
IBM Mainframe
IBM Planning Analytics
IBM SAN Volume Controller
IBM SAN Volume Controller (SVC
IBM Storage
IBM WMQ
ICE Data Service
Icinga2
iclone 8
ICMP
ICOFR
ICSR
IDA
IDA Pro
IDEA
Identity Management
IdoSell
IDPS
IDz/RDz
iFlow
IFS
IFS App/Cloud
IFS Applications 10 lub IFS Cloud
Ignition Platform
IHE
Illustrator
IMAP
IMS
IMS/DC
In-App Extensibility
Incognito
incremental refresh
InDesign
Industry
Infinispan
Infoblox
INFOR
Informatica
Informatica Data Governance
Informatica Power Center
Informix
Infrastructure as Code
Infrastructure Automation
infrastruktura Data Center
inne
Insight
Insights
inSite
InstallShield
Instana
integracja
integracyjne
integralnoæ skóry itp
Integration
integration testing
Intune (Endpoint Manager
InVision
IoT Systems
IP
IP CCTV
IP networks
IPA
iPaas tools
IPAM
IPS
IPSec
IPv4
IPython/Jupyter
IR
IRA Test Manager
ISAAC
ISIS
ISO 22301
ISO 27001
ISO/IEC 27001
ISO/IEC standards
ISO/OSI
ISPF
Istio
ISTQB (Advanced Level
ISTQB Advanced
IT Infastructure
IT/OT
ITAM
ITIL processes
ITIL4
ITK
itscam
ITSM/ITOM
JAD
Jaeger
Jakarta EE
Jamf
JanusGraph
Jasmine/jest/Karma
Jasper Reports
Java (17+
Java 17+
Java 21
Java 8/17
Java EE
Java Generics
Java Native Access/Java Native Interface
Java Swing/Java FX
Java21
JavaScript (ES5+
JavaScript/TypeScript
JavaScriptt
JavaServer Pages
JAX
Jazda autonomiczna
JBoss EAP
JCL
JDBC
JEE
Jelly
Jenkins/GitHub Actions/GitLab
Jenkins/Github/Nexus
jest samodzielna i dobrze organizuje pracê w³asn¹ i innych
Jetpack
JFrog
Jinja2
Jira / Confluence
Jira Confluence
Jira i Confluence
Jira i Figma
Jira Service Management
Jira Services
Jira Software
Jira Tempo Planning
JMS
JMS API
John the Ripper
JointJS
JOLT
Joomla
Jotai
JPA/Hibernate
JQL
jQuery + kendo
JS ES6+
JSF
JSF 2
JTAG
Juniper
Juniper SRX firewall
Jupyter
Jupyter Notebook
K3s
Kafka/RabbiyMQ
Kaizen
Kandji
Karma
Katalon
KD
Keil
Kerberos
Keycloak
Kiali
Kismet
klastry FCI
KNF
KNIME
KnockoutJS
Knowledge Engineering
koa
Koin
kolokacja
komunikacj¹ i PR
Komunikatywnoæ i umie
Kondor+
Korn
Kotest
Kotlin Coroutines
Kotlin DSL
KQL
kryptografia
KSC/NIS2
Ktor
Kuberentes
kubernates
Kubernetes (K8S
Kubernetes Operators
Kudu
Kustomize
Kyma
KYP.ai
Kyriba
Kyverno
L2
L2/L3
L2TP
LACP
Lakehouse
LAN/WAN
LAN/WAN/VPN
LAN/WLAN
Landing Zone
Landing zone GCP
LangFuse
Langraph
Laravel 12+
lasticsearch
LCS
Lean
Lean Six Sigma
LeanIX
leczenie ran
LendingPad
LibreNms
LibreOffice
LIDAR
Liferay
Lightning
Linea
Linear
LinkedIn Ads
Linux (Debian
Linux (RHEL / Oracle Linux
Linux Enterprise
Linux IPCs
Linux kernel
Linux-based frameworks
Linux/Unix environment
Linux/Windows
Linuxm
Liquibase/Flyway
Liquidbase
Live Data
Livespace
Livewire
Llama
LLM Integration
LLM orchestration frameworks
LLM/RAG
LLP
LLVM
LMS
Load Balancer
Load Balancer configuration
Load Runner
LoadRunner Enterprice
Log Analytics
Logistics systems
Lombok
looker studio
LookML
LoRA
LOS
Low Code
Low-Code Platform
Lub ich odpowiedniki
Lucid App
Luigi
Lumen
LVGL
LWC
M Language
M365 Security & Compliance
ma wykszta³cenie co najmniej rednie
Macierz Hitachi
Mail Security
Make/ Asses/ Release
ManageEngine
management
Management & Workflow Document
Management / Content Management
Management Change
Mantis
Manual provisioning
Manual testing
Mapbox
MapReduce
Market Data Interface Tool
Marten
Marvel
Mason
MassTransit
Material Planning
Matillion
Matomo
Matrix42 Empirum
Matrix42 Service Store
MAUI
Maven/Gradle
Maya
Maze / Lookback / Useberry
mCAD
MCAD/ECAD Integration
McAfee
MCP
mcp-server
MCS
Medallion architecture
MEGA HOPEX
Memcache
Memcached
Memory management
Mendix
Meraki
Meru
Meta
Metabase
Metadane
Metricbeat
MFA
MFT
Micro services
micro-services
Micrometer
Micronaut
MicroROS
Microservices architecture
